1503666382545854464	2022-03-15	Responsive Design with Autolayout rocks
1503747066354442253	2022-03-15	Experimenting with text animations in @figma
1507649887801913349	2022-03-26	@memorisely first team retreat!
1510158287571927040	2022-04-02	Design Tokens
1510983483333746702	2022-04-04	Animating music cards in Figma
1511312853424345094	2022-04-05	Animating arc text in Figma
1511664616836939778	2022-04-06	Animating gradient text in Figma, supafast!
1511705860594094087	2022-04-06	@memorisely Design System students nailing their global design tokens!
1513574415296081920	2022-04-11	@memorisely UX/UI students mapping IA live in @figma
1513947921858838538	2022-04-12	@memorisely UI Students building interactive components live in @figma
1514194382907396097	2022-04-13	Experimenting with mesh gradients in Figma
1514518820953677825	2022-04-14	3 Bangin' Figjam updates, supafast!
1515981858604998656	2022-04-18	@memorisely UX/UI Students wire framing live in @figma Figjam!
1516000032591425538	2022-04-18	Animating mesh gradients in @figma supafast!
1516417998868860932	2022-04-19	Transforming my home office with @VELUX, supafast!
1516723456787759107	2022-04-20	Experimenting with 3D gradient squiggles in @figma
1526166841403617285	2022-05-16	Supafast reminder: Good design starts when you stop leading conversations and start listening
1528680068725235713	2022-05-23	@memorisely UX/UI Students learn-by-doing!
1528698131088539648	2022-05-23	Animating heart buttons in figma, supafast!
1529415513042034688	2022-05-25	Sketch everyday
1531225630699884545	2022-05-30	@memorisely UX/UI students ideating in Figjam
1531590050861010944	2022-05-31	Supafast sketching in Figjam
1533770086078619648	2022-06-06	Experimenting with @figma new smart animations
1534477725389533184	2022-06-08	3 wicked Figjam widgets in @figma
1534830424203067392	2022-06-09	Designing Apple iOS 16 Lock Screen in @figma, supafast!
1536313746502598660	2022-06-13	Animating carousels in @figma, supafast!
1537757537096826880	2022-06-17	3 super free design resources, supafast!
1538810345908846593	2022-06-20	@memorisely UX/UI students learning animation curves in Figma
1538826162499100679	2022-06-20	@memorisely UX/UI students learning animation live in @figma
1538839555054485505	2022-06-20	Experimenting with text animation in @figma
1541384564903497729	2022-06-27	Animating text in @figma, supafast!
1541706015678140416	2022-06-28	Experimenting with light and dark theme
1546452960489742336	2022-07-11	3 Bangin' free fonts!
1549000073434075136	2022-07-18	3 wicked @figma plugins, supafast!
1551498486209724421	2022-07-25	Episode 1 of animating in @figma
1551574192918827009	2022-07-25	Experimenting with bouncy animation in Figma!
1551594090491482115	2022-07-25	@memorisely London meet-up was magic!!!
1551861046201171970	2022-07-26	Episode 1 of Wireframe to Landing page in @figma
1552249318815535105	2022-07-27	Designing curved carousels in @figma, supafast!
1552596426336731136	2022-07-28	3 Bangin' Freee Fonts, supafast!
1552984632630689792	2022-07-29	Supafast Glass Gradients
1554017613751132160	2022-08-01	@figma wireframe to @webflow landing page, supafast!
1554047130733629440	2022-08-01	Experimenting with gradient waves in @webflow
1554384338619453440	2022-08-02	Bouncy loading animation in @figma, supafast!
1554747466653880320	2022-08-03	3 Bangin' @figma plugins, supafast!
1556559768218746881	2022-08-08	Designing bouncy hamburger menus in @figma, supafast!
1565305703555801089	2022-09-01	Animating a sneaker carousel in @figma, supafast!
1567136498658541569	2022-09-06	Animating food media cards in Figma, supafast!
1567793674641149952	2022-09-08	Dynamic Island Experiments in @figma
1567835894140256256	2022-09-08	Animating @Apple Dynamic Island in @figma, supafast
1583020687874469888	2022-10-20	Experimenting with @figma new video feature
1584241217805877248	2022-10-23	Stormy vibes in @memorisely hq
1584844055929753601	2022-10-25	Animating video cards in @figma, supafast!
1585940776004878336	2022-10-28	Experimenting with loading states in @figma
1587379418925760512	2022-11-01	Designing bangin' hero videos in @figma, supafast!
1588474909109649409	2022-11-04	Designing @calm gradient cards in @figma, supafast!
1589263712330076165	2022-11-06	@memorisely NYC meet-up
1589620752332251136	2022-11-07	Animating stretchy text in @figma, supafast
1589933689353355264	2022-11-08	Animating mobile loading screens in @figma, supafast!
1592479524654317570	2022-11-15	Scaling designs in @figma, supafast!
1597241330333548546	2022-11-28	3 wicked @figma resources, supafast!
1597510664977018880	2022-11-29	I love teaching
1599724422742478848	2022-12-05	Animating Spotify unwrapped cards in @figma, supafast!
1600096207757398016	2022-12-06	3 Bangin' Design Inspiration Resources, supafast!
1600453695971344384	2022-12-07	Animating Apple Download Buttons in Figma, supafast!
1602267632299917316	2022-12-12	Designing overlapping text cards in @figma, supafast!
1610203150815821826	2023-01-03	New year, same mornin' routine
1610281591234002944	2023-01-03	Animating magnified cards in @figma, supafast!
1610617964734345217	2023-01-04	Morning routine
1610652228838195200	2023-01-04	Animating 3D Buttons in Figma, supafast!
1610976381889814529	2023-01-05	Designing interactive component calendars in figma, supafast!
1611715257084289026	2023-01-07	Happy weekend folks
1612459218635718658	2023-01-09	3 underrated figma features, supafast!
1613143504229629953	2023-01-11	Animating light to dark theme cards in @figma, supafast!
1613498939902423042	2023-01-12	Animating sneaker tabs in @figma, supafast!
1615101535284862978	2023-01-16	Animating iOS tabs in @figma, supafast!
1616073850680389632	2023-01-19	Animating mobile mockups in @figma, supafast!
1617827721140371459	2023-01-24	Designing autolayout avatars in @figma, supafast!
1618612011079979010	2023-01-26	Creating responsive designs in @figma, supafast!
1620015019638534145	2023-01-30	Designing scrollable maps in figma, supafast!
1621117324022484993	2023-02-02	Animating liquid fab buttons in figma, supafast!
1626179473434415105	2023-02-16	Animating music cards in figma, supafast!
1630162095550394368	2023-02-27	3 awesome free design resources, supafast
1630932135254032384	2023-03-01	Bangin' new design system you should check out, supafast!
1632743692455890945	2023-03-06	Animated arc text in figma, supafast!
1633799815099211776	2023-03-09	Animating video buttons in figma, supafast!
1640306384611803137	2023-03-27	Animating glasses carousels in figma, supafast!
1640660609707524096	2023-03-28	3 wicked illustration libraries, supafast!
1640982928078389248	2023-03-29	Experimenting with new scrolling animations in @figma
1653708250334871554	2023-05-03	Bangin' new design resource, supafast!
1656590731283243013	2023-05-11	Documenting Design Systems in @figma, supafast!
1666018377729441793	2023-06-06	Animating Apple Vision Pro Cards in Figma, Supafast!
1666405730600009728	2023-06-07	Animating Apple Live Voicemail in Figma, Supafast!
1668144988796993540	2023-06-12	Creating responsive designs in @figma
1673619316208549889	2023-06-27	Designing responsive card grids in @figma, supafast!
1674023250123276291	2023-06-28	Variable classes inbound!
1674388207838932994	2023-06-29	Responsive device breakpoints with figma variables
1675855870356344838	2023-07-03	Setting device breakpoint variables in @figma, supafast!
1713865111536877727	2023-10-16	Glowing loading animation in figma, supafast
1714219948724076644	2023-10-17	Animating hover scale effects in @figma, supafast!
1716738251057225921	2023-10-24	Remove image backgrounds, supafast!
1721938591159341139	2023-11-07	Creating flow charts with FigJam Ai, supafast!
1802684455670136954	2024-06-17	Stop designing with primary buttons
1802939950645584131	2024-06-18	Stop ignoring visual hierarchy in UI
1803372068186083545	2024-06-19	Stop detaching text styles in Figma
1806026393014469112	2024-06-26	Figma new supafast AI Design tool
1806114037161447709	2024-06-26	Figma Slides is a game changer for design presentation
1806468559067140162	2024-06-27	Convert Sticky Notes to Figma Slides, supafast!
1806542549265596804	2024-06-28	A supafast day at Figma Config
1807736343818129603	2024-07-01	Stop naming your layers in Figma
1808099101516419090	2024-07-02	Responsive Auto Layout Figma Shortcut
1808453653604216891	2024-07-03	Stop designing with placeholder content
1810257177094873305	2024-07-08	Stop designing with blurry images
1832005612089090546	2024-09-06	Design Dinner 002 @memorisely
1834519774153629861	2024-09-13	Why I built our new website in @framer
1835633197905842226	2024-09-16	Stop guessing design tokens
1836024015778918554	2024-09-17	Stop designing custom icons
1838191200832020932	2024-09-23	Stop designing 'Are you sure?' modals
1838541264859369978	2024-09-24	Animating 3D Buttons in @framer
1841405109529436233	2024-10-02	Every Designer in Figma today
1846152101019210007	2024-10-15	Stop designing static portfolios
1874759761180365226	2025-01-02	Stop using placeholders as labels
1875103802082382115	2025-01-03	Create Primitive and Semantic color variables in Figma Supafast
1879858975426122119	2025-01-16	Stop using e.g in placeholders
1895050658341966082	2025-02-27	What separates Good UI from Great UI?
1904679251976081708	2025-03-25	Spending hours prototyping in Figma?
1958110103275462659	2025-08-20	Animate 3D clay icons in your UI
1959943697342066792	2025-08-25	Animating sneaker cards in Figma
1968252670604685678	2025-09-17	Stop making these hero UI mistakes
1971536302286971070	2025-09-26	Stop telling customers to 'subscribe'
1972619393319465095	2025-09-29	Stop designing UI from scratch
1985324032259154394	2025-11-03	Web design has a new start point with @framer
1988234478452359457	2025-11-11	Stop using red for danger buttons
1988556031119503423	2025-11-12	Stop duplicating your content in Figma
1990423909800272289	2025-11-17	You gotta bookmark this design system
1990759497900699969	2025-11-18	Unboxing Nothing Headphone (1)
1996139572556648582	2025-12-03	Stop guessing your corner radius
1996575940038578337	2025-12-04	Stop ignoring your button width
1996927463679529069	2025-12-05	1 visual design rule to upgrade your UI
1998382654408753176	2025-12-09	Stop breaking your colors in dark mode
2000911582659010841	2025-12-16	Stop delaying building your portfolio
2009642449900376326	2026-01-09	@figma
2009642449900376326	2026-01-09	@figma (Jan 2026)
2013949087624642570	2026-01-21	3 UI Transitions Every Designer Should Use
2020761306114953403	2026-02-09	The portfolio problem no one talks about
2021225376576381391	2026-02-10	Stop guessing your gradient colors
2027040566484328905	2026-02-26	Add liquid blob cursors to your @framer website
2034995045191872973	2026-03-20	Animate your UI mockups with @Replit
2038980148972621945	2026-03-31	Stop designing hierarchy without motion
2053925539019165904	2026-05-11	Stop adding content to your UI
2054520373589229692	2026-05-13	Add liquid gradients to your UI in @framer
2069746623551300057	2026-06-24	@framer just made AI useful for designers #framerpartner
2071915410648183239	2026-06-30	Animating buttons in Figma Motion
2080000671781110136	2026-07-22	Stop adding borders to your UI
2084623671444799847	2026-08-04	Stop adding containers to your UI
2087159459944481101	2026-08-11	Stop making this UI mistake in @framer #framerpartner
2090368430914310313	2026-08-20	Stop centering text in your UI
